tiempo_id;usuario;practica;tecla;up;down;modo
22096;73;2;32;22154;22090;1
22097;73;2;81;22315;22206;1
22098;73;2;85;22380;22318;1
22099;73;2;73;22514;22445;1
22100;73;2;69;22624;22546;1
22101;73;2;78;22676;22611;1
22102;73;2;32;22813;22740;1
22103;73;2;69;22858;22804;1
22104;73;2;83;23025;22925;1
22105;73;2;32;23059;22992;1
22106;73;2;76;23231;23165;1
22107;73;2;65;23300;23224;1
22108;73;2;32;23395;23336;1
22109;73;2;80;23608;23535;1
22110;73;2;69;23747;23628;1
22111;73;2;82;23783;23706;1
22112;73;2;83;23982;23891;1
22113;73;2;79;25066;25004;1
22114;73;2;78;25255;25188;1
22115;73;2;65;25332;25264;1
22116;73;2;32;25403;25333;1
22117;73;2;81;25493;25424;1
22118;73;2;85;25585;25520;1
22119;73;2;69;25664;25606;1
22120;73;2;32;25762;25688;1
22121;73;2;69;25802;25749;1
22122;73;2;83;25930;25869;1
22123;73;2;67;26109;25979;1
22124;73;2;82;26182;26104;1
22125;73;2;73;26224;26161;1
22126;73;2;66;26412;26341;1
22127;73;2;69;26495;26425;1
22128;73;2;46;27190;27190;1
22129;73;2;69;28156;28095;1
22130;73;2;83;28341;28233;1
22131;73;2;32;28353;28309;1
22132;73;2;76;28519;28450;1
22133;73;2;65;28609;28529;1
22134;73;2;32;28667;28602;1
22135;73;2;80;28841;28769;1
22136;73;2;82;28937;28844;1
22137;73;2;73;28998;28937;1
22138;73;2;77;30212;30145;1
22139;73;2;69;30294;30199;1
22140;73;2;82;30391;30267;1
22141;73;2;65;30516;30388;1
22142;73;2;32;30629;30563;1
22143;73;2;67;30794;30683;1
22144;73;2;65;30899;30774;1
22145;73;2;80;30954;30899;1
22146;73;2;84;31182;31076;1
22147;73;2;85;31349;31283;1
22148;73;2;82;31451;31320;1
22149;73;2;65;31552;31413;1
22150;73;2;32;31671;31607;1
22151;73;2;81;31989;31860;1
22152;73;2;85;32154;32089;1
22153;73;2;69;32223;32158;1
22154;73;2;32;32333;32266;1
22155;73;2;86;32415;32354;1
22156;73;2;65;32603;32487;1
22157;73;2;77;32626;32567;1
22158;73;2;79;32793;32718;1
22159;73;2;83;32894;32812;1
22160;73;2;32;33011;32938;1
22161;73;2;65;33119;33044;1
22162;73;2;32;33201;33133;1
22163;73;2;80;33412;33337;1
22164;73;2;82;33485;33404;1
22165;73;2;79;33565;33502;1
22166;73;2;66;33784;33710;1
22167;73;2;65;33911;33754;1
22168;73;2;82;33924;33836;1
22169;73;2;32;34026;33957;1
22170;73;2;69;34180;34124;1
22171;73;2;83;34356;34262;1
22172;73;2;67;34540;34400;1
22173;73;2;82;34622;34524;1
22174;73;2;73;34719;34659;1
22175;73;2;66;34912;34853;1
22176;73;2;73;35087;35014;1
22177;73;2;82;35177;35088;1
22178;73;2;32;35305;35245;1
22179;73;2;49;35683;35595;1
22180;73;2;57;35908;35838;1
22181;73;2;55;36185;36114;1
22182;73;2;51;36605;36520;1
22183;73;2;46;36879;36879;1
22184;73;2;48;37935;37874;1
22185;73;2;52;38588;38491;1
22186;73;2;32;38939;38883;1
22187;73;2;74;39308;39256;1
22188;73;2;85;39438;39369;1
22189;73;2;78;39583;39509;1
22190;73;2;84;39647;39565;1
22191;73;2;79;39743;39683;1
22192;73;2;32;39903;39835;1
22193;73;2;67;39982;39919;1
22194;73;2;79;40079;40019;1
22195;73;2;78;40249;40189;1
22196;73;2;32;40385;40318;1
22197;73;2;54;40741;40672;1
22198;73;2;53;40914;40843;1
22199;73;2;52;41060;40987;1
22200;73;2;46;41633;41633;1
22201;73;2;53;42111;42041;1
22202;73;2;51;42351;42264;1
22203;73;2;32;42570;42508;1
22204;73;2;84;43110;43054;1
22205;73;2;82;43247;43175;1
22206;73;2;65;43293;43236;1
22207;73;2;84;43398;43332;1
22208;73;2;65;43446;43392;1
22209;73;2;78;43595;43542;1
22210;73;2;68;44402;44321;1
22211;73;2;79;44770;44709;1
22212;73;2;32;44985;44919;1
22213;73;2;68;45039;44990;1
22214;73;2;69;45150;45087;1
22215;73;2;32;45220;45163;1
22216;73;2;86;45347;45275;1
22217;73;2;65;45507;45408;1
22218;73;2;76;45535;45480;1
22219;73;2;73;45699;45627;1
22220;73;2;68;45775;45668;1
22221;73;2;65;45908;45740;1
22222;73;2;82;45988;45874;1
22223;73;2;32;46063;46000;1
22224;73;2;65;46153;46072;1
22225;73;2;76;46249;46188;1
22226;73;2;32;46405;46341;1
22227;73;2;85;46628;46569;1
22228;73;2;83;46683;46640;1
22229;73;2;85;46780;46711;1
22230;73;2;65;46915;46797;1
22231;73;2;82;47080;46992;1
22232;73;2;73;47152;47090;1
22233;73;2;79;47293;47216;1
22234;73;2;46;47610;47610;1
22235;73;2;69;56;0;2
22236;73;2;83;223;141;2
22237;73;2;84;581;507;2
22238;73;2;65;689;609;2
22239;73;2;32;793;730;2
22240;73;2;69;954;893;2
22241;73;2;83;1097;1008;2
22242;73;2;32;1164;1102;2
22243;73;2;85;1335;1274;2
22244;73;2;78;1495;1423;2
22245;73;2;65;1565;1509;2
22246;73;2;32;1655;1597;2
22247;73;2;80;2022;1959;2
22248;73;2;82;2143;2045;2
22249;73;2;85;2283;2218;2
22250;73;2;69;2538;2433;2
22251;73;2;66;2787;2713;2
22252;73;2;65;2894;2819;2
22253;73;2;32;3004;2931;2
22254;73;2;68;3083;3030;2
22255;73;2;69;3223;3138;2
22256;73;2;32;3297;3227;2
22257;73;2;69;4769;4709;2
22258;73;2;83;4906;4838;2
22259;73;2;67;5071;4943;2
22260;73;2;82;5152;5047;2
22261;73;2;73;5580;5508;2
22262;73;2;84;5700;5621;2
22263;73;2;85;5824;5760;2
22264;73;2;82;5974;5806;2
22265;73;2;65;6069;5938;2
22266;73;2;76;6957;6872;2
22267;73;2;85;7157;7086;2
22268;73;2;69;7236;7138;2
22269;73;2;71;7337;7237;2
22270;73;2;79;7394;7333;2
22271;73;2;32;7544;7481;2
22272;73;2;79;7730;7685;2
22273;73;2;84;7881;7763;2
22274;73;2;82;7983;7900;2
22275;73;2;79;8037;7971;2
22276;73;2;32;8220;8148;2
22277;73;2;67;8289;8205;2
22278;73;2;79;8401;8338;2
22279;73;2;77;8558;8485;2
22280;73;2;79;8696;8622;2
22281;73;2;32;8867;8803;2
22282;73;2;57;9218;9153;2
22283;73;2;56;10221;10150;2
22284;73;2;55;10486;10420;2
22285;73;2;46;10960;10960;2
22286;73;2;49;11769;11663;2
22287;73;2;53;12188;12093;2
22288;73;2;44;12322;12322;2
22289;73;2;74;13405;13351;2
22290;73;2;85;13534;13475;2
22291;73;2;78;13686;13623;2
22292;73;2;84;13719;13648;2
22293;73;2;79;13836;13778;2
22294;73;2;32;13993;13920;2
22295;73;2;67;14039;13988;2
22296;73;2;79;14157;14096;2
22297;73;2;78;14313;14252;2
22298;73;2;32;14454;14381;2
22299;73;2;54;14798;14730;2
22300;73;2;53;14954;14888;2
22301;73;2;52;15107;15038;2
22302;73;2;46;15764;15764;2
22303;73;2;53;16205;16131;2
22304;73;2;51;16381;16307;2
22305;73;2;32;16544;16485;2
22306;73;2;84;16952;16891;2
22307;73;2;82;17080;17014;2
22308;73;2;65;17134;17068;2
22309;73;2;84;17237;17167;2
22310;73;2;65;17295;17233;2
22311;73;2;78;17436;17373;2
22312;73;2;68;17525;17473;2
22313;73;2;79;17619;17566;2
22314;73;2;32;17783;17711;2
22315;73;2;68;17816;17765;2
22316;73;2;69;17952;17858;2
22317;73;2;69;18709;18626;2
22318;73;2;83;18881;18759;2
22319;73;2;32;18909;18848;2
22320;73;2;76;19056;18995;2
22321;73;2;65;19107;19037;2
22322;73;2;32;19207;19147;2
22323;73;2;80;19364;19304;2
22324;73;2;82;19405;19319;2
22325;73;2;73;19489;19482;2
22326;73;2;77;19682;19605;2
22327;73;2;69;19757;19613;2
22328;73;2;82;19831;19702;2
22329;73;2;65;19920;19795;2
22330;73;2;32;20083;20023;2
22331;73;2;67;20637;20541;2
22332;73;2;65;20758;20644;2
22333;73;2;80;20834;20756;2
22334;73;2;84;20971;20873;2
22335;73;2;85;21080;21020;2
22336;73;2;82;21204;21061;2
22337;73;2;65;21298;21143;2
22338;73;2;44;22435;22435;2
22339;73;2;32;22642;22578;2
22340;73;2;73;22810;22757;2
22341;73;2;78;22977;22911;2
22342;73;2;71;23167;23095;2
22343;73;2;82;23249;23137;2
22344;73;2;69;23265;23192;2
22345;73;2;83;23400;23353;2
22346;73;2;65;23621;23423;2
22347;73;2;82;23686;23577;2
22348;73;2;32;23874;23811;2
22349;73;2;49;24140;24048;2
22350;73;2;55;24381;24315;2
22351;73;2;54;24659;24601;2
22352;73;2;46;25065;25065;2
22353;73;2;53;25361;25286;2
22354;73;2;52;25735;25685;2
22355;73;2;80;26537;26478;2
22356;73;2;65;26616;26542;2
22357;73;2;82;26713;26592;2
22358;73;2;65;26767;26687;2
22359;73;2;32;26843;26785;2
22360;73;2;86;27001;26904;2
22361;73;2;65;27131;27054;2
22362;73;2;76;27132;27071;2
22363;73;2;73;27273;27213;2
22364;73;2;68;27366;27262;2
22365;73;2;65;27502;27335;2
22366;73;2;82;27566;27469;2
22367;73;2;32;27658;27591;2
22368;73;2;65;27763;27661;2
22369;73;2;76;27842;27782;2
22370;73;2;32;27998;27936;2
22371;73;2;85;28185;28125;2
22372;73;2;83;28237;28168;2
22373;73;2;85;28366;28296;2
22374;73;2;65;28459;28360;2
22375;73;2;82;28627;28539;2
22376;73;2;73;28711;28653;2
22377;73;2;79;28840;28769;2
22378;73;2;46;28986;28986;2
22379;73;2;65;29976;29864;2
22380;73;2;72;30134;30086;2
22381;73;2;79;32537;32471;2
22382;73;2;82;32762;32649;2
22383;73;2;65;32838;32719;2
22384;73;2;32;32905;32842;2
22385;73;2;83;33016;32948;2
22386;73;2;69;33143;33074;2
22387;73;2;71;33308;33210;2
22388;73;2;85;33362;33293;2
22389;73;2;73;33478;33427;2
22390;73;2;77;33607;33552;2
22391;73;2;79;33748;33686;2
22392;73;2;83;33802;33721;2
22393;73;2;32;33905;33843;2
22394;73;2;80;34060;34001;2
22395;73;2;65;34137;34016;2
22396;73;2;82;34249;34115;2
22397;73;2;65;34318;34207;2
22398;73;2;32;34383;34322;2
22399;73;2;73;34539;34483;2
22400;73;2;78;34697;34630;2
22401;73;2;84;34797;34689;2
22402;73;2;69;35008;34868;2
22403;73;2;78;35201;35139;2
22404;73;2;84;36351;36233;2
22405;73;2;65;36564;36395;2
22406;73;2;82;36578;36472;2
22407;73;2;81;37418;37262;2
22408;73;2;85;37527;37467;2
22409;73;2;69;37617;37549;2
22410;73;2;32;37703;37624;2
22411;73;2;86;37930;37869;2
22412;73;2;65;38057;37985;2
22413;73;2;77;38143;38084;2
22414;73;2;79;38313;38239;2
22415;73;2;83;38400;38333;2
22416;73;2;32;38486;38426;2
22417;73;2;65;38573;38489;2
22418;73;2;32;38632;38562;2
22419;73;2;80;38827;38753;2
22420;73;2;82;38899;38807;2
22421;73;2;79;38978;38912;2
22422;73;2;66;39178;39110;2
22423;73;2;65;39278;39149;2
22424;73;2;82;39321;39221;2
22425;73;2;76;40070;39991;2
22426;73;2;65;40221;40123;2
22427;73;2;32;40268;40204;2
22428;73;2;80;40465;40382;2
22429;73;2;69;40577;40456;2
22430;73;2;82;40635;40555;2
22431;73;2;83;40794;40697;2
22432;73;2;79;40800;40733;2
22433;73;2;78;40981;40917;2
22434;73;2;65;41074;41009;2
22435;73;2;32;41146;41074;2
22436;73;2;81;41256;41182;2
22437;73;2;85;41340;41273;2
22438;73;2;69;41422;41371;2
22439;73;2;32;41512;41440;2
22440;73;2;69;41585;41516;2
22441;73;2;83;41729;41646;2
22442;73;2;67;41862;41727;2
22443;73;2;82;41929;41835;2
22444;73;2;73;41987;41926;2
22445;73;2;66;42174;42117;2
22446;73;2;69;42269;42198;2
22447;73;2;46;42467;42467;2
22448;73;2;69;43291;43244;2
22449;73;2;83;43449;43362;2
22450;73;2;67;43634;43497;2
22451;73;2;82;43707;43603;2
22452;73;2;73;43808;43754;2
22453;73;2;66;44000;43939;2
22454;73;2;73;44170;44094;2
22455;73;2;82;44257;44162;2
22456;73;2;32;45677;45584;2
22457;73;2;49;45853;45742;2
22458;73;2;57;46159;46084;2
22459;73;2;55;46542;46472;2
22460;73;2;51;47931;47879;2
22461;73;2;46;48137;48137;2
22462;73;2;48;48440;48368;2
22463;73;2;52;48665;48599;2
22464;73;2;68;49860;49760;2
22465;73;2;69;50013;49941;2
22466;73;2;84;50161;50068;2
22467;73;2;69;50297;50212;2
22468;73;2;82;50362;50268;2
22469;73;2;77;50405;50344;2
22470;73;2;73;50539;50479;2
22471;73;2;78;50707;50620;2
22472;73;2;65;50785;50685;2
22473;73;2;82;50832;50716;2
22474;73;2;32;50895;50815;2
22475;73;2;81;51042;50919;2
22476;73;2;85;51104;51037;2
22477;73;2;73;51231;51157;2
22478;73;2;69;51349;51289;2
22479;73;2;78;51393;51322;2
22480;73;2;32;51525;51451;2
22481;73;2;69;51583;51517;2
22482;73;2;83;51628;51628;2
22483;73;3;69;74;0;1
22484;73;3;83;240;132;1
22485;73;3;84;389;335;1
22486;73;3;65;482;417;1
22487;73;3;32;560;490;1
22488;73;3;69;684;609;1
22489;73;3;83;871;716;1
22490;73;3;32;866;800;1
22491;73;3;85;1035;976;1
22492;73;3;78;1190;1126;1
22493;73;3;65;1384;1306;1
22494;73;3;32;2033;2029;1
22495;73;3;80;2286;2215;1
22496;73;3;82;2366;2268;1
22497;73;3;85;2488;2432;1
22498;73;3;69;2799;2700;1
22499;73;3;66;2982;2915;1
22500;73;3;65;3082;2999;1
22501;73;3;32;3161;3094;1
22502;73;3;68;3253;3210;1
22503;73;3;69;3394;3308;1
22504;73;3;32;3504;3434;1
22505;73;3;69;3564;3484;1
22506;73;3;83;3706;3627;1
22507;73;3;67;3841;3707;1
22508;73;3;82;3916;3822;1
22509;73;3;73;4028;3977;1
22510;73;3;84;4166;4069;1
22511;73;3;85;4297;4230;1
22512;73;3;82;4469;4285;1
22513;73;3;65;4552;4413;1
22514;73;3;44;5156;5156;1
22515;73;3;32;5342;5276;1
22516;73;3;73;5508;5450;1
22517;73;3;78;5662;5589;1
22518;73;3;71;5852;5780;1
22519;73;3;82;5959;5816;1
22520;73;3;69;5998;5884;1
22521;73;3;83;7907;7793;1
22522;73;3;65;8037;7857;1
22523;73;3;82;8116;8007;1
22524;73;3;32;8223;8171;1
22525;73;3;49;8449;8347;1
22526;73;3;55;8878;8789;1
22527;73;3;54;9081;9014;1
22528;73;3;46;9508;9508;1
22529;73;3;53;10003;9937;1
22530;73;3;52;10147;10081;1
22531;73;3;32;10389;10332;1
22532;73;3;76;11103;11029;1
22533;73;3;85;11294;11226;1
22534;73;3;69;11370;11266;1
22535;73;3;71;11476;11353;1
22536;73;3;79;11516;11455;1
22537;73;3;32;11674;11601;1
22538;73;3;79;11874;11798;1
22539;73;3;84;11934;11833;1
22540;73;3;82;12059;11949;1
22541;73;3;79;12094;12031;1
22542;73;3;32;12270;12206;1
22543;73;3;67;12348;12278;1
22544;73;3;79;12444;12382;1
22545;73;3;77;12596;12527;1
22546;73;3;79;12748;12666;1
22547;73;3;32;12912;12846;1
22548;73;3;57;13601;13547;1
22549;73;3;56;13775;13704;1
22550;73;3;55;13934;13862;1
22551;73;3;46;14370;14370;1
22552;73;3;49;14671;14575;1
22553;73;3;53;15181;15100;1
22554;73;3;44;15382;15382;1
22555;73;3;32;15593;15528;1
22556;73;3;65;15693;15604;1
22557;73;3;72;15801;15755;1
22558;73;3;79;15975;15913;1
22559;73;3;82;16047;15931;1
22560;73;3;65;17992;17906;1
22561;73;3;32;19140;19084;1
22562;73;3;83;19339;19240;1
22563;73;3;69;19491;19402;1
22564;73;3;71;19657;19553;1
22565;73;3;85;19745;19672;1
22566;73;3;73;20822;20757;1
22567;73;3;77;20979;20915;1
22568;73;3;79;21126;21056;1
22569;73;3;83;21213;21126;1
22570;73;3;32;21302;21242;1
22571;73;3;80;21485;21414;1
22572;73;3;65;21816;21699;1
22573;73;3;82;21963;21809;1
22574;73;3;65;22017;21907;1
22575;73;3;32;22151;22084;1
22576;73;3;73;22324;22264;1
22577;73;3;78;22496;22422;1
22578;73;3;84;22677;22547;1
22579;73;3;69;22764;22717;1
22580;73;3;78;23263;23172;1
22581;73;3;84;23425;23320;1
22582;73;3;65;23654;23468;1
22583;73;3;82;23654;23562;1
22584;73;3;32;23778;23717;1
22585;73;3;68;23939;23872;1
22586;73;3;69;24096;23997;1
22587;73;3;84;24248;24139;1
22588;73;3;69;24368;24261;1
22589;73;3;82;24452;24336;1
22590;73;3;77;24483;24412;1
22591;73;3;73;24616;24560;1
22592;73;3;78;24793;24719;1
22593;73;3;65;24911;24754;1
22594;73;3;82;24957;24827;1
22595;73;3;32;25037;24971;1
22596;73;3;81;25161;25056;1
22597;73;3;85;25233;25167;1
22598;73;3;73;25366;25291;1
22599;73;3;69;25469;25401;1
22600;73;3;78;25534;25463;1
22601;73;3;32;25679;25601;1
22602;73;3;69;25704;25655;1
22603;73;3;83;25900;25782;1
22604;73;3;32;25923;25866;1
22605;73;3;76;26086;26021;1
22606;73;3;65;26181;26092;1
22607;73;3;32;26258;26197;1
22608;73;3;80;26453;26372;1
22609;73;3;69;26548;26431;1
22610;73;3;82;26597;26496;1
22611;73;3;83;26882;26797;1
22612;73;3;79;27179;27144;1
22613;73;3;78;27414;27345;1
22614;73;3;65;27492;27417;1
22615;73;3;32;27579;27509;1
22616;73;3;81;27689;27612;1
22617;73;3;85;27794;27724;1
22618;73;3;69;27878;27816;1
22619;73;3;32;27970;27903;1
22620;73;3;69;28054;27988;1
22621;73;3;83;28218;28119;1
22622;73;3;67;28389;28246;1
22623;73;3;82;28453;28348;1
22624;73;3;73;28523;28467;1
22625;73;3;66;28735;28665;1
22626;73;3;69;28826;28760;1
22627;73;3;46;29586;29586;1
22628;73;3;69;30571;30512;1
22629;73;3;83;30746;30633;1
22630;73;3;32;30800;30735;1
22631;73;3;76;30970;30903;1
22632;73;3;65;31056;30974;1
22633;73;3;32;31132;31062;1
22634;73;3;80;31310;31233;1
22635;73;3;82;31511;31402;1
22636;73;3;73;31691;31631;1
22637;73;3;77;32099;32041;1
22638;73;3;69;32216;32108;1
22639;73;3;82;32326;32205;1
22640;73;3;65;32436;32303;1
22641;73;3;32;32542;32478;1
22642;73;3;67;32674;32556;1
22643;73;3;65;32779;32648;1
22644;73;3;80;32870;32802;1
22645;73;3;84;33198;33100;1
22646;73;3;85;33346;33300;1
22647;73;3;82;33499;33340;1
22648;73;3;65;33567;33434;1
22649;73;3;32;33725;33679;1
22650;73;3;81;34339;34227;1
22651;73;3;85;34437;34365;1
22652;73;3;69;34526;34454;1
22653;73;3;32;34622;34556;1
22654;73;3;86;34729;34646;1
22655;73;3;65;34894;34793;1
22656;73;3;77;34918;34852;1
22657;73;3;79;35061;34986;1
22658;73;3;83;35159;35083;1
22659;73;3;32;35239;35178;1
22660;73;3;65;35328;35232;1
22661;73;3;32;35378;35308;1
22662;73;3;80;35575;35502;1
22663;73;3;82;35666;35578;1
22664;73;3;79;35740;35675;1
22665;73;3;66;35946;35876;1
22666;73;3;65;36085;35925;1
22667;73;3;82;36108;36010;1
22668;73;3;32;36169;36123;1
22669;73;3;69;36294;36203;1
22670;73;3;83;36446;36349;1
22671;73;3;67;36584;36442;1
22672;73;3;82;36653;36560;1
22673;73;3;73;36737;36675;1
22674;73;3;66;36926;36866;1
22675;73;3;73;37094;37023;1
22676;73;3;82;37186;37089;1
22677;73;3;32;37307;37253;1
22678;73;3;49;37541;37448;1
22679;73;3;57;37782;37709;1
22680;73;3;55;38028;37957;1
22681;73;3;51;38465;38397;1
22682;73;3;46;38726;38726;1
22683;73;3;48;39619;39554;1
22684;73;3;52;40514;40458;1
22685;73;3;32;40746;40682;1
22686;73;3;74;40985;40924;1
22687;73;3;85;41114;41057;1
22688;73;3;78;41267;41194;1
22689;73;3;84;41348;41259;1
22690;73;3;79;41444;41378;1
22691;73;3;32;41629;41559;1
22692;73;3;67;41796;41716;1
22693;73;3;79;41928;41870;1
22694;73;3;78;42104;42036;1
22695;73;3;32;42254;42185;1
22696;73;3;54;42619;42547;1
22697;73;3;53;42816;42739;1
22698;73;3;52;42974;42909;1
22699;73;3;46;43649;43649;1
22700;73;3;53;44208;44143;1
22701;73;3;51;44442;44378;1
22702;73;3;32;44645;44611;1
22703;73;3;84;45147;45092;1
22704;73;3;82;45289;45221;1
22705;73;3;65;45330;45264;1
22706;73;3;84;45438;45371;1
22707;73;3;65;45502;45423;1
22708;73;3;78;45634;45566;1
22709;73;3;68;45732;45664;1
22710;73;3;79;45809;45750;1
22711;73;3;32;45972;45897;1
22712;73;3;68;46015;45951;1
22713;73;3;69;46156;46065;1
22714;73;3;32;46212;46144;1
22715;73;3;86;46823;46736;1
22716;73;3;65;47282;47192;1
22717;73;3;76;47394;47336;1
22718;73;3;73;47557;47483;1
22719;73;3;68;47640;47498;1
22720;73;3;65;47744;47582;1
22721;73;3;82;49120;49017;1
22722;73;3;32;49256;49202;1
22723;73;3;65;49331;49232;1
22724;73;3;76;49455;49388;1
22725;73;3;32;49629;49560;1
22726;73;3;85;49869;49807;1
22727;73;3;83;50626;50533;1
22728;73;3;85;50830;50764;1
22729;73;3;65;51021;50873;1
22730;73;3;82;51109;51002;1
22731;73;3;73;51126;51067;1
22732;73;3;79;51267;51188;1
22733;73;3;46;51946;51946;1
22734;73;3;69;86;0;2
22735;73;3;83;236;134;2
22736;73;3;84;295;237;2
22737;73;3;65;369;296;2
22738;73;3;32;495;426;2
22739;73;3;69;566;496;2
22740;73;3;83;704;608;2
22741;73;3;32;732;666;2
22742;73;3;85;904;846;2
22743;73;3;78;1057;989;2
22744;73;3;65;1103;1045;2
22745;73;3;32;1195;1130;2
22746;73;3;80;1389;1314;2
22747;73;3;82;1462;1360;2
22748;73;3;85;2430;2357;2
22749;73;3;69;2505;2439;2
22750;73;3;66;2636;2553;2
22751;73;3;65;2728;2636;2
22752;73;3;32;2797;2728;2
22753;73;3;68;2902;2839;2
22754;73;3;69;3030;2947;2
22755;73;3;32;3092;3026;2
22756;73;3;69;3157;3088;2
22757;73;3;83;3323;3208;2
22758;73;3;67;3464;3313;2
22759;73;3;82;3516;3421;2
22760;73;3;73;4049;3977;2
22761;73;3;84;4167;4083;2
22762;73;3;85;4277;4200;2
22763;73;3;82;4468;4305;2
22764;73;3;65;4554;4409;2
22765;73;3;76;5363;5291;2
22766;73;3;85;5556;5481;2
22767;73;3;69;5599;5510;2
22768;73;3;71;5717;5614;2
22769;73;3;79;5760;5693;2
22770;73;3;32;5915;5842;2
22771;73;3;79;6106;6027;2
22772;73;3;84;6168;6071;2
22773;73;3;82;6312;6190;2
22774;73;3;79;6394;6331;2
22775;73;3;32;7109;7053;2
22776;73;3;67;7234;7165;2
22777;73;3;79;7315;7251;2
22778;73;3;77;7471;7402;2
22779;73;3;79;7617;7546;2
22780;73;3;32;7774;7714;2
22781;73;3;57;8013;7954;2
22782;73;3;56;8179;8110;2
22783;73;3;55;8338;8271;2
22784;73;3;46;8742;8742;2
22785;73;3;49;8939;8839;2
22786;73;3;53;9189;9119;2
22787;73;3;44;9478;9478;2
22788;73;3;74;10455;10401;2
22789;73;3;85;10582;10528;2
22790;73;3;78;10730;10660;2
22791;73;3;84;10788;10711;2
22792;73;3;79;10894;10829;2
22793;73;3;32;11050;10976;2
22794;73;3;67;11116;11058;2
22795;73;3;79;11226;11160;2
22796;73;3;78;11391;11326;2
22797;73;3;32;11526;11453;2
22798;73;3;54;11998;11933;2
22799;73;3;53;12180;12113;2
22800;73;3;52;12350;12298;2
22801;73;3;46;12838;12838;2
22802;73;3;53;13832;13767;2
22803;73;3;51;13914;13841;2
22804;73;3;32;14048;13980;2
22805;73;3;84;14413;14354;2
22806;73;3;82;14550;14483;2
22807;73;3;65;14608;14544;2
22808;73;3;84;14701;14640;2
22809;73;3;65;14769;14697;2
22810;73;3;78;14900;14836;2
22811;73;3;68;15005;14947;2
22812;73;3;79;15081;15021;2
22813;73;3;32;15240;15169;2
22814;73;3;68;15281;15226;2
22815;73;3;69;15416;15323;2
22816;73;3;69;16019;15949;2
22817;73;3;83;16194;16085;2
22818;73;3;32;16236;16170;2
22819;73;3;76;16391;16327;2
22820;73;3;65;16445;16375;2
22821;73;3;32;16547;16477;2
22822;73;3;80;16709;16645;2
22823;73;3;82;17204;17079;2
22824;73;3;73;17788;17734;2
22825;73;3;77;17961;17881;2
22826;73;3;69;18045;17933;2
22827;73;3;82;18137;18015;2
22828;73;3;65;18272;18120;2
22829;73;3;32;18418;18349;2
22830;73;3;67;18583;18470;2
22831;73;3;65;18678;18556;2
22832;73;3;80;18732;18663;2
22833;73;3;84;18933;18841;2
22834;73;3;85;19041;18971;2
22835;73;3;82;19177;19044;2
22836;73;3;65;19285;19148;2
22837;73;3;44;20153;20153;2
22838;73;3;32;20353;20296;2
22839;73;3;73;20507;20450;2
22840;73;3;78;20662;20591;2
22841;73;3;71;20848;20777;2
22842;73;3;82;20955;20825;2
22843;73;3;69;20988;20902;2
22844;73;3;83;21185;21046;2
22845;73;3;65;21343;21149;2
22846;73;3;82;21395;21277;2
22847;73;3;32;22203;22158;2
22848;73;3;49;22340;22260;2
22849;73;3;55;22489;22419;2
22850;73;3;54;22670;22596;2
22851;73;3;46;23314;23314;2
22852;73;3;53;23630;23557;2
22853;73;3;52;23813;23748;2
22854;73;3;80;24607;24549;2
22855;73;3;65;24683;24592;2
22856;73;3;82;24773;24658;2
22857;73;3;65;24851;24758;2
22858;73;3;32;24881;24821;2
22859;73;3;86;25046;24959;2
22860;73;3;65;25181;25092;2
22861;73;3;76;25186;25123;2
22862;73;3;73;25319;25252;2
22863;73;3;68;25393;25292;2
22864;73;3;65;25518;25364;2
22865;73;3;82;25605;25497;2
22866;73;3;32;25691;25617;2
22867;73;3;65;25816;25713;2
22868;73;3;76;25878;25816;2
22869;73;3;32;26032;25966;2
22870;73;3;85;26405;26325;2
22871;73;3;83;27310;27219;2
22872;73;3;85;27535;27473;2
22873;73;3;65;27697;27567;2
22874;73;3;82;27789;27704;2
22875;73;3;73;27828;27764;2
22876;73;3;79;27968;27895;2
22877;73;3;46;28096;28096;2
22878;73;3;65;29140;29027;2
22879;73;3;72;29269;29206;2
22880;73;3;79;29441;29376;2
22881;73;3;82;29507;29395;2
22882;73;3;65;29584;29459;2
22883;73;3;32;29621;29557;2
22884;73;3;83;29861;29776;2
22885;73;3;69;30016;29918;2
22886;73;3;71;30208;30116;2
22887;73;3;85;30265;30197;2
22888;73;3;73;30388;30327;2
22889;73;3;77;30531;30467;2
22890;73;3;79;30668;30594;2
22891;73;3;83;30740;30668;2
22892;73;3;32;30829;30766;2
22893;73;3;80;31603;31537;2
22894;73;3;65;31695;31581;2
22895;73;3;82;31798;31674;2
22896;73;3;65;31882;31757;2
22897;73;3;32;31918;31853;2
22898;73;3;73;32087;32025;2
22899;73;3;78;32252;32177;2
22900;73;3;84;32480;32416;2
22901;73;3;69;32545;32492;2
22902;73;3;78;32673;32602;2
22903;73;3;84;32838;32734;2
22904;73;3;65;33070;32891;2
22905;73;3;82;33089;32986;2
22906;73;3;81;33762;33599;2
22907;73;3;85;33868;33794;2
22908;73;3;69;33975;33908;2
22909;73;3;32;34823;34763;2
22910;73;3;86;34974;34914;2
22911;73;3;65;35052;34987;2
22912;73;3;77;35164;35096;2
22913;73;3;79;35306;35233;2
22914;73;3;83;35375;35306;2
22915;73;3;32;35459;35405;2
22916;73;3;65;35528;35455;2
22917;73;3;32;35595;35524;2
22918;73;3;80;35805;35742;2
22919;73;3;82;35869;35777;2
